Gene,Control_baseline_blood1,Control_baseline_blood2,Control_baseline_blood3,Control_baseline_blood4,Control_baseline_blood5,Control_baseline_blood6,Control_baseline_blood7,Control_baseline_blood8,Control_baseline_blood9,Control_baseline_blood10,Control_final_blood1,Control_final_blood2,Control_final_blood3,Control_final_blood4,Control_final_blood5,Control_final_blood6,Control_final_blood7,Control_final_blood8,Control_final_blood9,Control_final_blood10
1700021K19Rik,113746,119529,112932,115115,124789,125392,110875,107995,111750,107517,137750,92589,98171,102937,96386,90770,102132,92337,112558,124325
1700022A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700022I11Rik,903,1230,1334,1380,1880,1439,2481,588,1177,1294,705,1947,470,724,594,2185,805,952,1320,829
1700022P22Rik,90,123,0,0,0,240,216,353,98,0,0,0,0,0,0,0,0,0,330,0
1700023A16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700023E05Rik,90,0,0,0,0,0,0,118,0,0,0,0,94,0,0,0,0,119,0,0
1700023I07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024P16Rik,542,123,889,604,396,480,0,235,294,185,282,108,188,1086,594,583,0,238,0,311
1700025C18Rik,0,246,111,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025E21Rik,271,246,445,0,495,839,324,235,196,370,846,1298,470,121,594,874,302,357,0,414
1700025F22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,15088,13896,13227,14917,15042,14625,16286,15982,15207,19507,15932,14927,12588,9292,11677,16610,12477,19039,13533,13469
1700025K23Rik,0,615,667,0,99,240,108,705,0,370,423,0,752,483,0,0,101,119,0,414
1700026D08Rik,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700026D11Rik,1355,1968,2334,2069,1188,480,539,705,883,1202,987,433,752,845,198,874,805,1428,990,1140
1700026J04Rik,994,246,1223,1035,891,2158,1834,1763,1275,740,141,973,1221,1086,1188,1166,906,952,990,311
1700026L06Rik,1355,1599,2001,2587,1484,1678,1510,1645,2747,2681,1128,1947,1127,1569,2375,1603,2717,2380,990,1243
1700027A23Rik,2168,2213,778,2587,792,719,1834,470,1374,647,1551,2271,1879,845,990,583,1509,357,330,1243
1700027D21Rik,181,0,111,0,99,0,0,0,0,0,141,0,94,603,0,0,0,119,0,104
1700028B04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700028J19Rik,271,738,0,517,0,480,108,705,294,1109,0,216,564,241,198,0,402,476,660,104
1700028K03Rik,2530,3197,2445,3794,2870,1439,3236,3525,3630,2681,1833,1839,2349,1207,2177,2185,2616,1428,1650,829
1700028M03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,119,0,0
1700029F09Rik,13913,13896,15117,12417,10886,12827,11972,13162,10204,11464,12830,12872,15125,10016,14844,15007,12175,9400,11553,13158
1700029F12Rik,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0
1700029G01Rik,542,1107,1445,1035,396,719,863,1410,1766,1109,987,1298,1409,603,594,1457,805,714,1650,829
1700029H14Rik,1897,2091,1890,604,1880,1558,1402,1763,2551,370,1974,1731,939,2051,1781,583,1207,357,1320,1140
1700029I01Rik,8222,7378,10226,11037,9599,9111,5608,7756,5985,8413,5499,9086,8925,5551,6729,5537,6138,8210,7592,7045
1700029I15Rik,813,984,1000,776,1089,360,1186,1410,1079,740,282,865,752,724,1781,437,906,952,1320,622
1700029J07Rik,8854,7747,7447,7416,5245,5754,7011,6346,6083,5085,4653,6382,5825,6879,6729,6702,6037,4879,4291,4662
1700029J11Rik,813,1476,1445,2242,3859,1798,2049,2115,3238,2126,1551,1190,1597,1810,3167,1457,2415,2023,1320,1036
1700029M20Rik,0,0,0,0,0,240,324,0,0,0,423,0,0,0,792,0,0,238,0,414
1700029P11Rik,0,0,0,0,99,0,0,118,0,0,0,0,0,121,0,0,0,0,0,104
1700030C10Rik,271,246,333,86,792,480,431,353,196,740,423,324,0,483,198,146,604,238,660,104
1700030F18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030J22Rik,632,615,778,690,396,240,108,705,0,462,564,1190,470,241,594,728,201,595,990,414
1700030K09Rik,9035,12543,9115,10002,8807,9350,9383,7403,11479,9522,8319,12223,7985,9895,9104,9325,11069,7853,10563,6113
1700031F05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034F02Rik,1988,984,1556,1552,1781,1558,431,1645,589,740,2397,1622,1315,4103,2375,2040,1207,1666,990,2694
1700034H14Rik,26562,29759,25121,29921,25433,23376,30199,28673,30022,29768,25379,21525,30062,25101,27709,26663,27470,27844,25416,23933
1700034H15Rik,1355,861,1000,1380,891,1439,971,2233,1864,1387,3525,1514,2067,845,1583,3351,2012,1547,2311,2176
1700034I23Rik,2078,1107,1445,3190,1781,1798,971,1645,2355,1387,705,1947,1033,603,2177,874,1711,1785,1980,622
1700034J05Rik,632,0,667,345,198,959,0,353,392,277,141,216,470,603,198,0,0,476,0,518
1700034O15Rik,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0
1700037C18Rik,5873,5411,9003,5864,6927,9830,7226,5993,7947,7581,7755,8004,7609,5189,7917,5828,7748,5950,9572,6320
1700037H04Rik,30537,40827,38126,28886,45819,43755,32572,55349,38852,30230,89812,61870,65197,66855,72042,90188,51620,62828,67997,62163
1700039E15Rik,0,0,111,86,0,0,0,235,0,92,0,0,0,0,0,0,0,0,0,0
1700040I03Rik,9938,9838,10115,9226,9401,9231,9923,9049,10498,8783,7473,8761,9300,7361,8906,7868,9257,9638,8252,10050
1700040L02Rik,903,738,1334,345,594,1079,431,470,785,647,987,541,94,362,198,1311,805,952,330,1243
1700041C23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700042B14Rik,181,123,0,0,0,0,108,118,0,0,0,0,0,0,0,0,101,0,0,104
1700042G07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700045I19Rik,0,0,0,0,0,0,0,235,98,0,0,0,0,121,0,0,101,0,0,311
1700047I17Rik2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047M11Rik,542,246,222,431,495,839,216,705,589,1941,846,0,94,483,1781,0,906,1190,0,1554
1700048O20Rik,5330,6026,8337,5691,6927,8871,8952,5171,2943,7858,4935,7463,6670,8689,8708,2331,6842,5712,4621,4041
1700049E15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700049G17Rik,29453,27546,29678,30870,19000,24215,20600,29496,25804,28566,20867,26717,25459,23652,31073,22146,22439,22013,22446,18649
1700049L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700052K11Rik,14184,13158,13005,19143,14448,14745,17041,10811,16973,16086,9447,12872,17849,14843,15636,11656,14993,14755,11883,11293
1700052N19Rik,36590,33448,33235,32767,32855,32607,32680,34197,34536,38089,27917,44023,37484,40185,36219,29868,31797,33437,36969,28698
1700054K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700054N08Rik,7589,8116,8892,8882,11875,9231,11325,10341,9517,8967,9165,10708,8549,10378,9698,8013,7949,8448,11553,10360
1700054O13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700056E22Rik,1265,1107,1223,1983,891,1439,1294,1175,2551,924,1269,1190,1691,1689,594,437,1207,357,2641,1243
1700057G04Rik,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
1700057K13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700058C13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
1700058G18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,119,0,0
1700060C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700061G19Rik,1446,123,889,1035,594,360,1294,1410,981,1202,1269,0,752,724,792,583,1610,714,1320,932
1700061J05Rik,181,0,111,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
1700065D16Rik,994,2091,1778,1638,990,839,1294,470,1177,1017,564,216,658,965,396,437,704,952,990,1347
1700065I17Rik,0,123,333,86,198,719,108,470,196,277,0,0,0,483,0,146,201,0,0,0
1700066B19Rik,1536,1599,2668,949,990,2398,1294,1293,1275,2866,846,1190,1973,241,1188,1603,906,1309,1650,1658
1700066M21Rik,27736,21151,26788,25868,22266,22177,20385,20800,19034,23852,19880,22498,26398,19308,22365,21418,22841,21180,22116,20306
1700066O22Rik,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0
1700067K01Rik,1084,738,1556,1466,1188,1079,647,1175,1177,1294,423,541,1597,1810,198,437,704,476,660,622
1700067P10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700069L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700071K01Rik,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700072E05Rik,0,0,0,0,297,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
1700073E17Rik,361,0,0,0,198,120,0,118,196,0,0,0,0,0,0,146,0,0,0,0
1700074P13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700080E11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700080O16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700081L11Rik,234629,263898,257877,269808,263433,274280,263382,280976,252541,264031,382372,300589,309733,366252,358035,409705,275103,303071,246902,236011
1700084C01Rik,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,119,0,104
1700084E18Rik,1626,1230,667,1035,396,1199,755,588,687,1387,141,1190,1033,1569,198,291,906,357,1980,622
1700084J12Rik,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,1071,0,0
1700086O06Rik,2530,4427,1000,4915,2177,3357,2049,1645,2943,2219,2256,3461,1409,2655,1385,1603,1509,2856,2311,1658
1700088E04Rik,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,146,0,0,0,0
1700090G07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700092M07Rik,452,615,556,604,1188,360,108,470,687,462,564,108,1033,121,594,0,503,476,0,0
1700093K21Rik,0,0,0,0,0,120,0,0,0,277,0,0,0,0,0,0,0,0,330,0
1700094C09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700094D03Rik,21864,19430,20786,25265,18011,22777,24807,23033,22271,25331,21290,24337,25083,21118,16625,24186,20829,19515,19805,16059
1700096J18Rik,90,492,111,0,198,120,0,0,196,277,0,0,188,0,198,146,302,238,0,104
1700096K18Rik,4156,5657,3890,5605,3662,3117,4746,3055,5985,4992,5217,4218,7985,4344,7521,8013,5434,4998,8582,4869
1700101E01Rik,90,369,222,259,792,120,431,353,294,370,423,0,0,121,198,291,201,714,0,207
1700102P08Rik,1446,2705,3779,2846,2573,3956,2481,4466,2649,2496,2538,2380,1973,2293,1979,3788,3019,2975,1650,2383
1700106J16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
1700106N22Rik,5059,4181,5558,5432,4849,4915,4961,4936,5200,2219,4653,1731,3946,4586,4552,3788,3824,3808,6272,3005
1700108F19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700108J01Rik,632,0,445,259,396,599,216,353,196,647,0,0,0,0,198,0,101,357,0,104
1700108M19Rik,0,0,222,0,0,240,108,0,0,0,0,0,0,483,0,0,0,238,0,0
1700109F18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700109G14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700109H08Rik,25839,42056,27233,28886,25730,20259,28905,34549,19819,22280,41452,28015,26962,40064,35230,38173,25357,33437,27067,25279
1700110M21Rik,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700112E06Rik,1446,1845,1000,2501,2474,2517,1618,2233,1177,2219,4089,2812,2912,2776,1583,2768,2012,2856,2641,1554
1700113H08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700113I22Rik,361,492,445,862,693,480,324,235,589,185,1128,0,564,724,792,146,302,833,990,829
1700120K04Rik,361,1107,445,517,792,240,647,1293,589,647,564,541,752,845,792,146,906,952,330,414
1700121N20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700123I01Rik,271,492,333,1121,990,240,216,470,589,185,0,1082,564,603,0,291,302,595,0,622
1700123K08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0
1700123L14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700123O20Rik,41017,35293,35458,42166,31964,32487,35700,35254,39049,46039,42580,40886,45281,45254,38198,36716,41859,35102,42911,43928
1700125D06Rik,0,123,0,0,693,480,108,0,0,555,282,216,282,362,198,146,101,357,0,311
1700125H20Rik,0,123,445,0,396,0,0,118,392,0,141,0,0,121,0,146,201,0,0,104
1700128F08Rik,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,101,0,0,104
1700129C05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810006K21Rik,58364,73045,63247,58118,51459,52626,49506,54762,60633,69798,100105,86207,91126,99799,88668,107380,80901,77701,43901,63199
1810008A18Rik,18069,18200,19007,18712,24443,18341,24052,17862,23743,21633,19034,19145,19258,17739,20781,16610,20426,20467,28057,26005
1810009A15Rik,23309,25455,19341,23799,22068,19660,24267,19390,23547,27457,22418,25851,24144,24256,28104,25060,27168,25821,18485,21032
1810009J06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810010D01Rik,542,492,1445,0,891,1079,431,1058,589,555,282,0,658,483,0,0,302,238,660,207
1810010H24Rik,3072,1845,1223,1466,3958,2158,1941,1998,2551,2681,2397,649,658,2655,1979,1311,1409,1309,990,2072
1810011H11Rik,723,246,333,172,693,599,324,1528,1374,1479,987,1298,470,724,990,0,1207,1190,1980,1036
1810011O10Rik,90,123,111,86,396,0,0,118,98,185,141,0,94,241,792,0,0,357,0,414
1810012P15Rik,24122,24225,25343,29231,26225,24935,24052,22445,24038,26533,28481,18929,30344,27514,32657,23457,22942,24155,22446,17302
1810013D10Rik,28098,25332,25343,24144,22761,16903,24375,22680,25804,27365,27212,31476,25647,30772,22167,27828,34111,29986,27397,23829
1810013L24Rik,137868,131580,139832,134516,118357,140017,122631,155353,119991,130074,153682,137369,142137,142036,165064,146573,129200,145884,122131,129505
1810014B01Rik,9306,9346,5891,5605,4948,5874,8952,6698,5985,6841,5922,7247,9207,7482,7719,6702,7044,6664,6932,5077
1810014F10Rik,2259,2091,1890,3363,1979,2398,1726,1645,2158,1387,1833,1082,1221,1569,1385,2477,2012,2499,1650,3315
1810019J16Rik,903,738,445,690,990,240,647,118,589,647,846,1731,564,724,396,291,201,714,990,932
1810020D17Rik,8312,7870,9337,6208,7224,6234,6471,5406,6574,6471,8742,8220,6294,7120,9698,9616,7647,8686,5281,8081
1810022C23Rik,0,0,0,86,0,360,0,235,0,185,282,0,0,0,396,0,402,357,0,311
1810022K09Rik,20238,19798,19452,22678,11578,17142,15747,15864,17170,20616,16496,22390,29968,21963,20584,26226,22338,20943,16174,12433
1810024B03Rik,271,0,445,0,99,959,0,118,392,0,0,541,188,724,198,146,402,714,0,207
1810026B05Rik,196774,177203,192296,182114,143988,160876,154017,170278,165417,180181,164538,185177,205925,148673,209002,181249,146910,172419,178905,135204
1810026J23Rik,33790,28407,36236,32163,29886,32247,34190,33609,23547,32079,29749,29745,29310,33186,27511,34094,30791,36530,33008,34915
1810027O10Rik,393548,602563,480852,500210,522709,633312,528382,740926,587104,750307,1442777,1045517,1187827,1609697,1592453,2122394,855095,1057359,629468,545373
1810029B16Rik,6415,5411,7114,7588,5938,3476,5285,6228,6083,6656,5076,7355,7046,5068,5146,5537,6641,7258,7592,5387
1810030J14Rik,271,123,222,172,0,0,0,118,0,185,705,649,564,0,594,0,302,0,330,207
1810030N24Rik,7950,7993,9003,9830,5245,9111,6795,8108,9321,10909,5499,7247,10522,11223,10688,9033,11572,8448,6272,5802
1810030O07Rik,44992,44024,54799,45873,42256,53345,62772,53116,49449,49922,49770,51378,46690,47184,41761,48372,47897,49025,51163,46311
1810031K17Rik,85829,96041,87812,91316,102721,101177,93295,85903,96248,96423,87838,94536,100050,91834,103116,92956,99114,94836,97705,116762
1810032O08Rik,12648,15617,12116,14314,13162,10070,11972,11164,12853,14792,13253,12763,12776,15326,12667,10636,16905,10709,9902,11189
1810033B17Rik,44992,79440,52354,44925,41365,75403,51231,87078,81629,94112,78392,85017,95353,78681,153189,65564,82913,78415,68657,93140
1810035L17Rik,9125,12051,11338,11986,10688,9231,8628,12692,12264,12388,12125,13304,16064,13274,13458,15590,12980,13208,9242,11707
1810037I17Rik,57099,72922,59801,52513,65116,52386,52310,64868,58181,61663,108423,89560,79664,92559,91240,101698,56651,78177,64036,81640
1810041L15Rik,0,0,0,0,0,0,0,5876,0,0,0,0,94,0,0,0,0,595,0,0
1810043G02Rik,7228,6763,5891,8019,9500,8631,9060,11399,9909,10077,9447,8869,7516,7965,7323,5537,8352,10947,9242,11811
1810043H04Rik,9667,10330,8892,8882,11380,9590,7442,7403,10694,9430,9728,11682,14561,8689,10886,12530,9056,9638,14194,8806
1810046J19Rik,22677,19921,19785,17073,20089,13786,19306,16452,17562,22742,21713,21417,20762,22084,20584,25643,25055,19991,16504,22482
1810046K07Rik,4427,4550,4335,4829,3464,2997,3451,3525,3336,2589,3384,3353,2630,2534,3167,2914,2717,1785,4291,1761
1810048J11Rik,14365,12912,11338,11727,9698,12947,12943,13632,13147,9892,7332,12547,10710,9895,10688,12093,11572,11185,11883,11189
1810049H13Rik,6957,8116,6892,4656,5443,5035,4422,5758,4415,6102,4089,5949,5449,5551,4354,7139,7245,5712,3961,5491
1810055G02Rik,1355,861,2445,2414,1188,1558,1510,2468,1177,1572,987,1190,845,483,1385,437,1409,1666,1650,1968
1810058I24Rik,541626,816165,630910,602907,857295,701163,691244,867958,581610,474812,2047494,1060119,1143109,1379086,1327242,1683112,1030984,1201457,819926,1058526
1810062O18Rik,361,492,222,604,198,360,647,235,196,185,141,0,376,0,198,0,704,476,0,518
1810063B05Rik,12829,13035,12672,15952,14052,9111,11325,11399,13736,15531,15791,11790,16534,10982,13458,15881,14087,15112,15514,11500
1810063B07Rik,15269,14634,14117,14917,14943,7672,10893,13514,19622,14145,10856,14386,13246,17981,12271,20398,13987,14398,21455,15851
1810064F22Rik,0,0,222,172,99,240,108,0,98,0,282,0,94,121,396,0,0,238,990,0
1810065E05Rik,0,0,0,86,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810074P20Rik,37945,42179,44128,34233,36022,32846,42171,34902,41207,41139,28058,39696,40772,29686,37802,39193,37633,34151,31358,31910
2010000I03Rik,452,492,111,86,396,599,324,823,294,555,282,541,470,845,594,437,0,595,330,414
2010001E11Rik,0,0,0,86,99,120,108,118,0,92,423,216,188,0,0,0,503,119,0,104
2010001M06Rik,452,369,333,0,99,0,108,588,98,370,423,108,282,0,0,146,0,0,330,311
2010001M09Rik,69657,83498,68804,68983,61751,54544,64174,57582,60732,84220,53295,85774,79195,74457,59771,73869,71040,67825,71628,62266
2010002M12Rik,11474,22873,17785,10261,12271,19900,11217,25383,15698,21448,17201,14170,18037,17015,35625,22001,14590,15231,20795,23415
2010002N04Rik,165966,225899,188962,144174,235328,162194,163832,236438,148836,132663,507573,197400,198128,285037,240075,303928,205674,238102,181546,355777
2010003K11Rik,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010003K15Rik,90,123,111,0,0,240,216,118,0,370,141,649,0,0,0,0,402,0,330,0
2010005H15Rik,0,123,0,86,198,0,0,0,0,92,0,0,939,121,198,146,0,119,330,104
2010007H12Rik,13100,17216,16117,12848,11974,13187,13374,12692,16581,14884,12548,15792,15031,16895,14844,11510,13584,13089,19145,16991
2010011I20Rik,50594,63699,86478,74932,90549,110887,71616,102590,67796,89767,226575,187341,185633,215407,278669,314127,149325,192171,162401,119249
2010012O05Rik,10028,7378,9782,7847,9500,8032,10138,8461,8536,11186,16496,11249,9113,16171,11875,10782,9257,10471,8912,10153
2010015L04Rik,18250,24963,24565,15521,27214,19900,29552,22680,25215,28289,42298,21849,39644,46581,49282,47061,34614,41052,17824,23415
2010016I18Rik,34603,28529,32235,32163,27115,27931,40661,32434,35713,35870,19457,28988,23298,22325,21375,31617,25156,31414,27397,24347
2010106E10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0
2010106G01Rik,239779,251109,255543,222469,197723,222373,220240,246309,217613,242398,265348,228984,246697,233629,240273,235741,207082,240006,233369,222335
2010107E04Rik,93147,126169,89257,110631,91242,113404,112709,117631,100958,127855,244058,185394,214944,257523,231961,291106,157374,186579,101996,108992
2010107G12Rik,181,738,667,0,297,240,324,0,196,462,141,0,94,483,396,1457,101,238,330,104
2010107G23Rik,90,246,111,172,99,0,0,823,98,185,282,0,0,724,0,437,101,1190,0,104
2010107H07Rik,11293,14265,9115,10606,10490,9350,9276,13162,13049,11371,9587,10384,13810,9654,13656,17047,15395,9281,11553,11500
2010109I03Rik,3975,5042,1667,2846,4057,2757,3775,1645,3630,2958,1128,4110,3946,3741,1781,1894,1610,2499,3631,4248
2010109K11Rik,126304,128998,141277,129515,113706,141935,120582,138079,113614,138672,223896,202267,218983,236042,298065,234575,157978,205855,146887,127123
2010110P09Rik,0,0,111,259,0,0,0,0,98,0,0,0,0,0,0,0,101,119,330,104
2010111I01Rik,30989,31481,34347,35354,34735,35484,34837,36664,35909,34483,53295,31368,32974,47546,37407,46915,37532,35340,29047,30356
2010204K13Rik,1084,1107,1112,1293,1188,1319,2157,1880,1472,1109,1833,1514,1409,1448,1781,2040,2012,2142,1650,1036
2010300C02Rik,90,1353,556,259,396,360,108,12104,392,185,141,0,752,603,396,291,402,7020,0,622
2010305A19Rik,8854,10207,8559,11037,7323,10070,12835,11046,10792,11001,7896,7355,8831,7844,7917,7139,9257,9519,6602,8392
2010317E24Rik,90,0,111,86,198,360,0,118,0,370,282,108,0,121,792,291,201,476,660,207
2010320M18Rik,10571,10699,9670,7416,9797,8991,6256,7991,10400,9337,7050,9086,12401,5792,10490,8888,8150,5831,4951,8392
2010321M09Rik,29995,29759,30790,29490,35428,32487,36347,32551,30905,28104,28058,34613,23580,22808,20386,26226,27671,38077,25086,31392
2200001I15Rik,0,0,0,0,0,0,108,0,0,277,0,0,0,0,0,0,0,0,0,0
2200002D01Rik,1536,1968,889,949,1979,839,1510,940,1374,1387,1269,216,1127,1810,1188,3642,3522,1785,1980,1450
2200002J24Rik,0,369,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2200002K05Rik,1084,615,556,690,693,719,539,705,1668,832,423,216,752,965,396,146,201,357,1320,518
2210009G21Rik,18702,17216,17229,18194,16427,16903,18012,14924,16287,17195,12830,13953,20949,13395,12865,20106,14288,13089,12213,11293
2210010C04Rik,181,0,111,172,0,0,108,0,0,185,0,0,94,0,0,0,0,0,0,0
2210010C17Rik,1717,861,1778,1293,1583,1439,1618,2350,1570,2496,2679,324,564,2776,990,1166,1711,952,660,2383
2210012G02Rik,8764,7255,6113,10002,10886,14985,7658,6698,6181,8320,8883,7788,12025,6758,5344,9762,8050,4522,3961,4662
2210013O21Rik,20328,33817,24898,22678,31865,16423,24052,27851,17072,18582,68381,22823,26680,49236,37802,37007,25458,33913,21125,33775
2210015D19Rik,9396,9592,9226,9226,9599,10789,7981,9166,10007,8690,10010,7680,9864,8689,9896,10053,7748,10352,6932,10050
2210016F16Rik,36319,34309,31568,34233,36022,32127,27934,34667,39441,40862,32005,30827,41241,30531,36219,31617,38036,36530,33999,34293
2210016L21Rik,11474,12666,10560,10606,13953,9231,12835,10811,13245,11371,8037,11033,9864,11223,8115,8159,11672,12970,13533,10982
2210018M11Rik,82396,81161,77585,74932,80554,80558,81862,97772,82512,76732,101233,76148,77128,89783,93616,101115,78587,76869,59415,63302
2210020M01Rik,8493,5780,7781,6122,6729,7432,6040,5758,7457,4253,8460,9951,6858,9171,4750,5974,9861,7020,9242,7770
2210021J22Rik,11203,11559,8892,10865,7422,9350,7442,9049,9713,11094,6768,8004,8267,9051,9104,8159,9861,10590,10563,9324
2210403K04Rik,13913,13896,13894,13279,14745,15224,14992,17040,14030,16086,21290,17955,16252,16171,27709,10782,18112,11066,18485,22068
2210404J11Rik,20689,24594,19674,23282,14646,16183,19198,16687,21487,20523,15650,22715,16722,23652,15240,16173,15395,16421,16504,21653
2210404O07Rik,2981,2951,3335,2587,3859,4076,4853,3055,2845,3328,4512,3029,2818,3862,2969,5245,4427,4879,3961,6113
2210407C18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210408I21Rik,11113,12789,9670,9226,9896,10309,9707,10694,5691,10169,17060,16225,14186,15205,19000,14716,10163,13089,5611,10568
2210409E12Rik,0,123,0,345,0,0,0,0,98,92,423,0,0,241,0,0,0,0,0,207
2210411K11Rik,994,2213,2001,1638,1880,2398,2157,1763,1472,1479,2115,2271,2349,2896,2177,2040,1610,2023,1320,1450
2210415F13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0
2210417A02Rik,0,123,778,517,99,480,324,0,392,0,0,216,94,121,198,146,101,476,0,104
